Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1624580081,15-04-2016,1510.00,0.980000019,0.980000019,0,0,0,0.970000029,0,0.00:00:00,0.00:00:00,5.00:00:00,5.00:00:00,1344
1624580081,16-04-2016,5370.00,3.49000001,3.49000001,0,0,0,3.49000001,0,0.00:00:00,0.00:00:00,24.00:00:00,17.00:00:00,1463
1624580081,17-04-2016,6175.00,4.059999943,4.059999943,0,1.029999971,1.519999981,1.49000001,0.01,15.00:00:00,22.00:00:00,6.00:00:00,29.00:00:00,1554
1624580081,18-04-2016,10536.00,7.409999847,7.409999847,0,2.150000095,0.620000005,4.619999886,0.01,17.00:00:00,7.00:00:00,20.00:00:00,28.00:00:00,1604
1624580081,19-04-2016,2916.00,1.899999976,1.899999976,0,0,0,1.899999976,0,0.00:00:00,0.00:00:00,20.00:00:00,22.00:00:00,1435
1624580081,20-04-2016,4974.00,3.230000019,3.230000019,0,0,0,3.230000019,0,0.00:00:00,0.00:00:00,30.00:00:00,12.00:00:00,1446
1624580081,21-04-2016,6349.00,4.130000114,4.130000114,0,0,0,4.110000134,0.02,0.00:00:00,0.00:00:00,4.00:00:00,7.00:00:00,1467
1624580081,22-04-2016,4026.00,2.619999886,2.619999886,0,0,0,2.599999905,0,0.00:00:00,0.00:00:00,17.00:00:00,25.00:00:00,1470
1624580081,23-04-2016,8538.00,5.550000191,5.550000191,0,0,0,5.539999962,0.01,0.00:00:00,0.00:00:00,14.00:00:00,27.00:00:00,1562
1624580081,24-04-2016,6076.00,3.950000048,3.950000048,0,1.149999976,0.910000026,1.889999986,0,16.00:00:00,18.00:00:00,3.00:00:00,5.00:00:00,1617
1624580081,25-04-2016,6497.00,4.21999979,4.21999979,0,0,0,4.199999809,0.02,0.00:00:00,0.00:00:00,20.00:00:00,22.00:00:00,1492
1624580081,26-04-2016,2826.00,1.840000033,1.840000033,0,0,0,1.830000043,0.01,0.00:00:00,0.00:00:00,19.00:00:00,23.00:00:00,1402
1624580081,27-04-2016,8367.00,5.440000057,5.440000057,0,1.110000014,1.870000005,2.460000038,0,17.00:00:00,5.00:00:00,2.00:00:00,17.00:00:00,1670
1624580081,28-04-2016,2759.00,1.789999962,1.789999962,0,0,0.200000003,1.600000024,0,0.00:00:00,5.00:00:00,24.00:00:00,12.00:00:00,1401
1624580081,29-04-2016,2390.00,1.549999952,1.549999952,0,0,0,1.549999952,0,0.00:00:00,0.00:00:00,29.00:00:00,13.00:00:00,1404
1624580081,30-04-2016,6474.00,4.300000191,4.300000191,0,0.899999976,1.279999971,2.119999886,0.01,11.00:00:00,23.00:00:00,11.00:00:00,27.00:00:00,1655
1624580081,01-05-2016,36019.00,28.03000069,28.03000069,0,21.92000008,4.190000057,1.909999967,0.02,4.00:00:00,3.00:00:00,19.00:00:00,16.00:00:00,2690
1624580081,02-05-2016,7155.00,4.929999828,4.929999828,0,0.860000014,0.589999974,3.470000029,0,7.00:00:00,6.00:00:00,14.00:00:00,14.00:00:00,1497
1624580081,03-05-2016,2100.00,1.370000005,1.370000005,0,0,0,1.340000033,0.02,0.00:00:00,0.00:00:00,5.00:00:00,5.00:00:00,1334
1624580081,04-05-2016,2193.00,1.429999948,1.429999948,0,0,0,1.419999957,0,0.00:00:00,0.00:00:00,27.00:00:00,14.00:00:00,1368
1624580081,05-05-2016,2470.00,1.610000014,1.610000014,0,0,0,1.580000043,0.02,0.00:00:00,0.00:00:00,26.00:00:00,15.00:00:00,1370
1624580081,06-05-2016,1727.00,1.120000005,1.120000005,0,0,0,1.120000005,0.01,0.00:00:00,0.00:00:00,11.00:00:00,30.00:00:00,1341
1624580081,07-05-2016,2104.00,1.370000005,1.370000005,0,0,0,1.370000005,0,0.00:00:00,0.00:00:00,30.00:00:00,11.00:00:00,1474
1624580081,08-05-2016,3427.00,2.230000019,2.230000019,0,0,0,2.220000029,0,0.00:00:00,0.00:00:00,31.00:00:00,11.00:00:00,1427
1624580081,09-05-2016,1732.00,1.129999995,1.129999995,0,0,0,1.129999995,0,0.00:00:00,0.00:00:00,31.00:00:00,10.00:00:00,1328
1624580081,10-05-2016,2969.00,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0.00:00:00,0.00:00:00,18.00:00:00,24.00:00:00,1393
1624580081,11-05-2016,3134.00,2.039999962,2.039999962,0,0,0,2.039999962,0,0.00:00:00,0.00:00:00,21.00:00:00,20.00:00:00,1359
1624580081,12-05-2016,2971.00,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0.00:00:00,0.00:00:00,16.00:00:00,8.00:00:00,1002
1644430081,12-04-2016,10694.00,7.769999981,7.769999981,0,0.140000001,2.299999952,5.329999924,0,2.00:00:00,20.00:00:00,12.00:00:00,4.00:00:00,3199
1644430081,13-04-2016,8001.00,5.820000172,5.820000172,0,2.279999971,0.899999976,2.640000105,0,30.00:00:00,16.00:00:00,14.00:00:00,12.00:00:00,2902
1644430081,14-04-2016,11037.00,8.020000458,8.020000458,0,0.360000014,2.559999943,5.099999905,0,5.00:00:00,27.00:00:00,8.00:00:00,29.00:00:00,3226
1644430081,15-04-2016,5263.00,3.829999924,3.829999924,0,0.219999999,0.150000006,3.450000048,0,3.00:00:00,4.00:00:00,18.00:00:00,16.00:00:00,2750
1644430081,16-04-2016,15300.00,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,20.00:00:00,11.00:00:00,30.00:00:00,8.00:00:00,3493
1644430081,17-04-2016,8757.00,6.369999886,6.369999886,0,2.25,0.569999993,3.549999952,0,29.00:00:00,13.00:00:00,4.00:00:00,26.00:00:00,3011
1644430081,18-04-2016,7132.00,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15.00:00:00,2.00:00:00,30.00:00:00,24.00:00:00,2806
1644430081,19-04-2016,11256.00,8.180000305,8.180000305,0,0.360000014,2.529999971,5.300000191,0,5.00:00:00,27.00:00:00,4.00:00:00,3.00:00:00,3300
1644430081,20-04-2016,2436.00,1.769999981,1.769999981,0,0,0,1.75999999,0.01,0.00:00:00,0.00:00:00,4.00:00:00,7.00:00:00,2430
1644430081,21-04-2016,1223.00,0.889999986,0.889999986,0,0,0,0.879999995,0.01,0.00:00:00,0.00:00:00,7.00:00:00,2.00:00:00,2140
1644430081,22-04-2016,3673.00,2.670000076,2.670000076,0,0,0,2.660000086,0.01,0.00:00:00,0.00:00:00,26.00:00:00,15.00:00:00,2344
1644430081,23-04-2016,6637.00,4.829999924,4.829999924,0,0,0.579999983,4.25,0,0.00:00:00,15.00:00:00,8.00:00:00,18.00:00:00,2677
1644430081,24-04-2016,3321.00,2.410000086,2.410000086,0,0,0,2.410000086,0,0.00:00:00,0.00:00:00,29.00:00:00,12.00:00:00,2413
1644430081,25-04-2016,3580.00,2.599999905,2.599999905,0,0.589999974,0.059999999,1.950000048,0,8.00:00:00,1.00:00:00,3.00:00:00,29.00:00:00,2497
1644430081,26-04-2016,9919.00,7.210000038,7.210000038,0,0.800000012,1.720000029,4.690000057,0,11.00:00:00,10.00:00:00,10.00:00:00,10.00:00:00,3123
1644430081,27-04-2016,3032.00,2.200000048,2.200000048,0,0,0,2.200000048,0,0.00:00:00,0.00:00:00,27.00:00:00,14.00:00:00,2489
1644430081,28-04-2016,9405.00,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,0,3.00:00:00,22.00:00:00,14.00:00:00,2.00:00:00,3108
1644430081,29-04-2016,3176.00,2.309999943,2.309999943,0,0,0,2.309999943,0,0.00:00:00,0.00:00:00,29.00:00:00,7.00:00:00,2498
1644430081,30-04-2016,18213.00,13.23999977,13.23999977,0,0.629999995,3.140000105,9.460000038,0,9.00:00:00,11.00:00:00,5.00:00:00,26.00:00:00,3846
1644430081,01-05-2016,6132.00,4.460000038,4.460000038,0,0.239999995,0.99000001,3.230000019,0,3.00:00:00,24.00:00:00,25.00:00:00,26.00:00:00,2696
1644430081,02-05-2016,3758.00,2.730000019,2.730000019,0,0.07,0.310000002,2.349999905,0,1.00:00:00,7.00:00:00,27.00:00:00,12.00:00:00,2580
1644430081,03-05-2016,12850.00,9.340000153,9.340000153,0,0.720000029,4.090000153,4.539999962,0,10.00:00:00,3.00:00:00,8.00:00:00,19.00:00:00,3324
1644430081,04-05-2016,2309.00,1.679999948,1.679999948,0,0,0,1.659999967,0.02,0.00:00:00,0.00:00:00,21.00:00:00,19.00:00:00,2222
1644430081,05-05-2016,4363.00,3.190000057,3.190000057,0,0.519999981,0.540000021,2.130000114,0.01,6.00:00:00,12.00:00:00,21.00:00:00,2.00:00:00,2463
1644430081,06-05-2016,9787.00,7.119999886,7.119999886,0,0.819999993,0.270000011,6.010000229,0.02,11.00:00:00,6.00:00:00,3.00:00:00,19.00:00:00,3328
1644430081,07-05-2016,13372.00,9.720000267,9.720000267,0,3.25999999,0.790000021,5.670000076,0.01,10.00:00:00,17.00:00:00,30.00:00:00,12.00:00:00,3404
1644430081,08-05-2016,6724.00,4.889999866,4.889999866,0,0,0,4.880000114,0,0.00:00:00,0.00:00:00,21.00:00:00,17.00:00:00,2987
1644430081,09-05-2016,6643.00,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,0.01,1.00:00:00,6.00:00:00,29.00:00:00,3.00:00:00,3008
1644430081,10-05-2016,9167.00,6.659999847,6.659999847,0,0.879999995,0.810000002,4.96999979,0.01,12.00:00:00,19.00:00:00,3.00:00:00,7.00:00:00,2799
1644430081,11-05-2016,1329.00,0.970000029,0.970000029,0,0,0,0.949999988,0.01,0.00:00:00,0.00:00:00,18.00:00:00,13.00:00:00,1276
1844505072,12-04-2016,6697.00,4.429999828,4.429999828,0,0,0,4.429999828,0,0.00:00:00,0.00:00:00,4.00:00:00,5.00:00:00,2030
1844505072,13-04-2016,4929.00,3.25999999,3.25999999,0,0,0,3.25999999,0,0.00:00:00,0.00:00:00,4.00:00:00,6.00:00:00,1860
1844505072,14-04-2016,7937.00,5.25,5.25,0,0,0,5.230000019,0,0.00:00:00,0.00:00:00,7.00:00:00,22.00:00:00,2130
1844505072,15-04-2016,3844.00,2.539999962,2.539999962,0,0,0,2.539999962,0,0.00:00:00,0.00:00:00,24.00:00:00,10.00:00:00,1725
1844505072,16-04-2016,3414.00,2.25999999,2.25999999,0,0,0,2.25999999,0,0.00:00:00,0.00:00:00,26.00:00:00,16.00:00:00,1657
1844505072,17-04-2016,4525.00,2.99000001,2.99000001,0,0.140000001,0.25999999,2.589999914,0,2.00:00:00,8.00:00:00,17.00:00:00,15.00:00:00,1793
1844505072,18-04-2016,4597.00,3.039999962,3.039999962,0,0,0.479999989,2.559999943,0,0.00:00:00,12.00:00:00,4.00:00:00,25.00:00:00,1814
1844505072,19-04-2016,197.00,0.129999995,0.129999995,0,0,0,0.129999995,0,0.00:00:00,0.00:00:00,10.00:00:00,30.00:00:00,1366
1844505072,20-04-2016,8.00,0.01,0.01,0,0,0,0.01,0,0.00:00:00,0.00:00:00,1.00:00:00,9.00:00:00,1349
1844505072,21-04-2016,8054.00,5.320000172,5.320000172,0,0.119999997,0.519999981,4.679999828,0,2.00:00:00,13.00:00:00,3.00:00:00,21.00:00:00,2062
1844505072,22-04-2016,5372.00,3.549999952,3.549999952,0,0,0,3.549999952,0,0.00:00:00,0.00:00:00,7.00:00:00,4.00:00:00,1827
1844505072,23-04-2016,3570.00,2.359999895,2.359999895,0,0,0,2.359999895,0,0.00:00:00,0.00:00:00,18.00:00:00,24.00:00:00,1645
1844505072,24-04-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,1347
1844505072,25-04-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,1347
1844505072,26-04-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,1347
1844505072,27-04-2016,4.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,1.00:00:00,9.00:00:00,1348
1844505072,28-04-2016,6907.00,4.570000172,4.570000172,0,0,0,4.559999943,0,0.00:00:00,0.00:00:00,28.00:00:00,11.00:00:00,1992
1844505072,29-04-2016,4920.00,3.25,3.25,0,0,0,3.25,0,0.00:00:00,0.00:00:00,3.00:00:00,17.00:00:00,1856
1844505072,30-04-2016,4014.00,2.670000076,2.670000076,0,0,0,2.650000095,0,0.00:00:00,0.00:00:00,2.00:00:00,5.00:00:00,1763
1844505072,01-05-2016,2573.00,1.700000048,1.700000048,0,0,0.25999999,1.450000048,0,0.00:00:00,7.00:00:00,15.00:00:00,7.00:00:00,1541
1844505072,02-05-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,1348
1844505072,03-05-2016,4059.00,2.680000067,2.680000067,0,0,0,2.680000067,0,0.00:00:00,0.00:00:00,2.00:00:00,9.00:00:00,1742
1844505072,04-05-2016,2080.00,1.370000005,1.370000005,0,0,0,1.370000005,0,0.00:00:00,0.00:00:00,27.00:00:00,14.00:00:00,1549
1844505072,05-05-2016,2237.00,1.480000019,1.480000019,0,0,0,1.480000019,0,0.00:00:00,0.00:00:00,29.00:00:00,12.00:00:00,1589
1844505072,06-05-2016,44.00,0.029999999,0.029999999,0,0,0,0.029999999,0,0.00:00:00,0.00:00:00,2.00:00:00,8.00:00:00,1351
1844505072,07-05-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,1347
1844505072,08-05-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,1347
1844505072,09-05-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,1347
1844505072,10-05-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,1347
1844505072,11-05-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,1347
1844505072,12-05-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,11.00:00:00,665
1927972279,12-04-2016,678.00,0.469999999,0.469999999,0,0,0,0.469999999,0,0.00:00:00,0.00:00:00,24.00:00:00,3.00:00:00,2220
1927972279,13-04-2016,356.00,0.25,0.25,0,0,0,0.25,0,0.00:00:00,0.00:00:00,1.00:00:00,12.00:00:00,2151
1927972279,14-04-2016,2163.00,1.5,1.5,0,0,0.400000006,1.100000024,0,0.00:00:00,9.00:00:00,28.00:00:00,15.00:00:00,2383
1927972279,15-04-2016,980.00,0.680000007,0.680000007,0,0,0,0.680000007,0,0.00:00:00,0.00:00:00,20.00:00:00,29.00:00:00,2221
1927972279,16-04-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,2064
1927972279,17-04-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,2063
1927972279,18-04-2016,244.00,0.170000002,0.170000002,0,0,0,0.170000002,0,0.00:00:00,0.00:00:00,17.00:00:00,23.00:00:00,2111
1927972279,19-04-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,2063
1927972279,20-04-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,2063
1927972279,21-04-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,2064
1927972279,22-04-2016,149.00,0.100000001,0.100000001,0,0,0,0.100000001,0,0.00:00:00,0.00:00:00,10.00:00:00,30.00:00:00,2093
1927972279,23-04-2016,2945.00,2.039999962,2.039999962,0,0,0,2.039999962,0,0.00:00:00,0.00:00:00,24.00:00:00,18.00:00:00,2499
1927972279,24-04-2016,2090.00,1.450000048,1.450000048,0,0.07,0.239999995,1.139999986,0,1.00:00:00,6.00:00:00,15.00:00:00,19.00:00:00,2324
1927972279,25-04-2016,152.00,0.109999999,0.109999999,0,0,0,0.109999999,0,0.00:00:00,0.00:00:00,12.00:00:00,26.00:00:00,2100
1927972279,26-04-2016,3761.00,2.599999905,2.599999905,0,0,0,2.599999905,0,0.00:00:00,0.00:00:00,10.00:00:00,23.00:00:00,2638
1927972279,27-04-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,2063
1927972279,28-04-2016,1675.00,1.159999967,1.159999967,0,0,0,1.159999967,0,0.00:00:00,0.00:00:00,4.00:00:00,12.00:00:00,2351
1927972279,29-04-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,2063
1927972279,30-04-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,2064
1927972279,01-05-2016,2704.00,1.870000005,1.870000005,0,1.00999999,0.029999999,0.829999983,0,14.00:00:00,1.00:00:00,10.00:00:00,16.00:00:00,2411
1927972279,02-05-2016,3790.00,2.619999886,2.619999886,0,1.159999967,0.300000012,1.159999967,0,16.00:00:00,8.00:00:00,3.00:00:00,14.00:00:00,2505
1927972279,03-05-2016,1326.00,0.920000017,0.920000017,0,0.730000019,0,0.180000007,0,10.00:00:00,0.00:00:00,17.00:00:00,13.00:00:00,2195
1927972279,04-05-2016,1786.00,1.24000001,1.24000001,0,0,0,1.24000001,0,0.00:00:00,0.00:00:00,27.00:00:00,14.00:00:00,2338
1927972279,05-05-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,2063
1927972279,06-05-2016,2091.00,1.450000048,1.450000048,0,0,0,1.450000048,0,0.00:00:00,0.00:00:00,17.00:00:00,24.00:00:00,2383
1927972279,07-05-2016,1510.00,1.039999962,1.039999962,0,0,0,1.039999962,0,0.00:00:00,0.00:00:00,17.00:00:00,23.00:00:00,2229
1927972279,08-05-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,2063
1927972279,09-05-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,2063
1927972279,10-05-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,2063
1927972279,11-05-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,10.00:00:00,2063
1927972279,12-05-2016,0.00,0,0,0,0,0,0,0,0.00:00:00,0.00:00:00,0.00:00:00,23.00:00:00,1383
2022484408,12-04-2016,11875.00,8.340000153,8.340000153,0,3.309999943,0.769999981,4.260000229,0,11.00:00:00,14.00:00:00,14.00:00:00,2.00:00:00,2390
2022484408,13-04-2016,12024.00,8.5,8.5,0,2.99000001,0.100000001,5.409999847,0,12.00:00:00,5.00:00:00,18.00:00:00,4.00:00:00,2601
2022484408,14-04-2016,10690.00,7.5,7.5,0,2.480000019,0.209999993,4.820000172,0,1.00:00:00,3.00:00:00,13.00:00:00,21.00:00:00,2312
2022484408,15-04-2016,11034.00,8.029999733,8.029999733,0,1.940000057,0.310000002,5.78000021,0,27.00:00:00,9.00:00:00,8.00:00:00,26.00:00:00,2525
2022484408,16-04-2016,10100.00,7.090000153,7.090000153,0,3.150000095,0.550000012,3.390000105,0,10.00:00:00,11.00:00:00,30.00:00:00,21.00:00:00,2177
2022484408,17-04-2016,15112.00,11.39999962,11.39999962,0,3.869999886,0.660000026,6.880000114,0,28.00:00:00,29.00:00:00,26.00:00:00,17.00:00:00,2782
2022484408,18-04-2016,14131.00,10.06999969,10.06999969,0,3.640000105,0.119999997,6.300000191,0,17.00:00:00,3.00:00:00,6.00:00:00,13.00:00:00,2770
2022484408,19-04-2016,11548.00,8.529999733,8.529999733,0,3.289999962,0.239999995,5,0,31.00:00:00,7.00:00:00,6.00:00:00,25.00:00:00,2489
2022484408,20-04-2016,15112.00,10.67000008,10.67000008,0,3.339999914,1.929999948,5.400000095,0,17.00:00:00,3.00:00:00,2.00:00:00,18.00:00:00,2897
2022484408,21-04-2016,12453.00,8.739999771,8.739999771,0,3.329999924,1.110000014,4.309999943,0,13.00:00:00,22.00:00:00,11.00:00:00,24.00:00:00,3158
2022484408,22-04-2016,12954.00,9.329999924,9.329999924,0,4.429999828,0.419999987,4.46999979,0,21.00:00:00,10.00:00:00,29.00:00:00,9.00:00:00,2638
2022484408,23-04-2016,6001.00,4.210000038,4.210000038,0,0,0,4.210000038,0,0.00:00:00,0.00:00:00,5.00:00:00,5.00:00:00,2069
2022484408,24-04-2016,13481.00,10.27999973,10.27999973,0,4.550000191,1.149999976,4.579999924,0,6.00:00:00,26.00:00:00,3.00:00:00,6.00:00:00,2529
2022484408,25-04-2016,11369.00,8.010000229,8.010000229,0,3.329999924,0.219999999,4.460000038,0,13.00:00:00,8.00:00:00,4.00:00:00,16.00:00:00,2470
2022484408,26-04-2016,10119.00,7.190000057,7.190000057,0,1.429999948,0.660000026,5.110000134,0,24.00:00:00,24.00:00:00,1.00:00:00,21.00:00:00,2793
2022484408,27-04-2016,10159.00,7.130000114,7.130000114,0,1.039999962,0.970000029,5.119999886,0,19.00:00:00,20.00:00:00,8.00:00:00,23.00:00:00,2463
2022484408,28-04-2016,10140.00,7.119999886,7.119999886,0,0.409999996,1.330000043,5.389999866,0,6.00:00:00,20.00:00:00,17.00:00:00,27.00:00:00,2296
2022484408,29-04-2016,10245.00,7.190000057,7.190000057,0,0.479999989,1.210000038,5.5,0,21.00:00:00,9.00:00:00,7.00:00:00,2.00:00:00,2611
